text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"""Emmanuel Macron pourra-t-il continuer sans risque de ridicule à donner des leçons de démocratie aux autres pays, c… https://t.co/WlGDNZ8rB9",FALSE,179,NA,7/9/18 8:22,TRUE,NA,1.01624E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,115,FALSE,FALSE,NA,NA
"""La France suivrait-elle l’exemple glaçant de la Turquie d’Erdogan ? Quelle image la France va donner en Europe et… https://t.co/hi2pNT4K0B",FALSE,186,NA,7/9/18 8:21,TRUE,NA,1.01624E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,131,FALSE,FALSE,NA,NA
"""Cette affaire pose un problème institutionnel sur le fonctionnement des partis politiques et en l’occurrence le tr… https://t.co/Uh00iYNE9L",FALSE,150,NA,7/9/18 8:21,TRUE,NA,1.01624E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,95,FALSE,FALSE,NA,NA
"""Le @RNational_off est interdit de tout service ou toute facilité bancaire et notamment de tout prêt pour faire cam… https://t.co/t6VGDXMYup",FALSE,129,NA,7/9/18 8:20,TRUE,NA,1.01624E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,93,FALSE,FALSE,NA,NA
"""Par une décision qui tient à l’évidence de la discrimination, le @RNational_off a été privé de compte bancaire dur… https://t.co/KYzrO5nRmn",FALSE,124,NA,7/9/18 8:19,TRUE,NA,1.01624E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,87,FALSE,FALSE,NA,NA
"""Imaginez que le @RNational_off, qui rassemble 11 millions d’électeurs, qui a fait le second tour de la présidentie… https://t.co/d51qcHDQML",FALSE,173,NA,7/9/18 8:18,TRUE,NA,1.01624E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,129,FALSE,FALSE,NA,NA
"""M. Renaud Van Ruymbeke est un compagnon de route du Syndicat de la Magistrature, qui l’avait activement soutenu lo… https://t.co/B5id9HuDsO",FALSE,140,NA,7/9/18 8:17,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,105,FALSE,FALSE,NA,NA
"""Mme Claire Thépaut est membre du Syndicat de la magistrature, syndicat d’extrême-gauche qui avait appelé à voter c… https://t.co/YM2lWMdpz7",FALSE,183,NA,7/9/18 8:14,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,138,FALSE,FALSE,NA,NA
"""Sans même qu’il y ait eu jugement, des juges d’instruction appliquent à un mouvement politique une condamnation à… https://t.co/PwpjEyTN98",FALSE,131,NA,7/9/18 8:13,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,95,FALSE,FALSE,NA,NA
"""Le blocage de ses moyens de subsistance entraine le @RNational_off à la cessation de paiement à l’échéance de fin… https://t.co/8ryI0wRXek",FALSE,118,NA,7/9/18 8:12,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,88,FALSE,FALSE,NA,NA
"""D’ores et déjà, le mouvement se trouve empêché de mener campagne alors que jamais les menaces de submersion migrat… https://t.co/jnctx3HVUX",FALSE,168,NA,7/9/18 8:10,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,117,FALSE,FALSE,NA,NA
"""Lors des échanges avec nos avocats, il a été démontré aux deux juges d’instruction que leur décision était de natu… https://t.co/Rp2XYVZifJ",FALSE,127,NA,7/9/18 8:09,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,88,FALSE,FALSE,NA,NA
"""Au-delà de cette question du montant, il est étonnant de voir un juge d’instruction prendre fait et cause pour les… https://t.co/ZmhnSJROXY",FALSE,121,NA,7/9/18 8:09,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,76,FALSE,FALSE,NA,NA
"""Ceci constitue une violation de toute proportionnalité : les juges ont décidé de saisir des sommes qui excèdent tr… https://t.co/oZ4aLCBHTG",FALSE,140,NA,7/9/18 8:08,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,90,FALSE,FALSE,NA,NA
"""Remarquons aussi qu’il est étonnant de voir que des juges si prompts à ne pas prononcer ou à ne pas faire exécuter… https://t.co/utNUNaJ1VF",FALSE,259,NA,7/9/18 8:06,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,169,FALSE,FALSE,NA,NA
"""Cette situation est d’autant plus choquante que les faits sont contestés formellement et ne sont nullement établis… https://t.co/MPVSdANxNd",FALSE,156,NA,7/9/18 8:05,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,114,FALSE,FALSE,NA,NA
"""Ceci constitue une violation de la présomption d’innocence : le @RNational_off se voit appliquer une exécution de… https://t.co/pA5BQhmWae",FALSE,164,NA,7/9/18 8:05,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,109,FALSE,FALSE,NA,NA
"""A supposer même que cette subvention ait un caractère saisissable – ce qui est juridiquement tout à fait contestab… https://t.co/H7FeYjbMFm",FALSE,135,NA,7/9/18 8:04,TRUE,NA,1.01623E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,86,FALSE,FALSE,NA,NA
